gameid,date,season,type,player,team,MIN,FGA,FTA,TOV,PTS,USG%,TS%,eFG%,raptor_offense,raptor_defense,raptor_total,war_total,team5yoffrating,team5yeoff_rating,total_MIN_played,USG,TS,OffStr_1
42000165,2021-06-01,2021,playoff,Austin Rivers,DEN,47,10,4,1,18,12.198933203225447,0.7653061224489796,0.7,-0.1649657782075646,-0.6091217028146421,-0.7740874810222067,0.4055515866872568,115.68333333333334,114.04848484848485,305,12.198933203225447,0.7653061224489796,True
42000166,2021-06-03,2021,playoff,Austin Rivers,DEN,40,6,0,2,7,8.700400436840189,0.5833333333333334,0.5833333333333334,-0.1649657782075646,-0.6091217028146421,-0.7740874810222067,0.4055515866872568,115.68333333333334,114.04848484848485,305,8.700400436840189,0.5833333333333334,True
42000231,2021-06-07,2021,playoff,Austin Rivers,DEN,31,7,2,2,7,14.360640519842187,0.4441624365482233,0.3571428571428571,-0.1649657782075646,-0.6091217028146421,-0.7740874810222067,0.4055515866872568,115.68333333333334,114.04848484848485,305,14.360640519842187,0.4441624365482233,True
42000232,2021-06-09,2021,playoff,Austin Rivers,DEN,25,5,2,0,6,10.367650273224042,0.5102040816326531,0.5,-0.1649657782075646,-0.6091217028146421,-0.7740874810222067,0.4055515866872568,115.68333333333334,114.04848484848485,305,10.367650273224042,0.5102040816326531,True
42000233,2021-06-11,2021,playoff,Austin Rivers,DEN,27,5,0,1,5,9.192232563483856,0.5,0.5,-0.1649657782075646,-0.6091217028146421,-0.7740874810222067,0.4055515866872568,115.68333333333334,114.04848484848485,305,9.192232563483856,0.5,True
42000234,2021-06-13,2021,playoff,Austin Rivers,DEN,21,6,0,1,5,13.941918315399748,0.4166666666666667,0.4166666666666667,-0.1649657782075646,-0.6091217028146421,-0.7740874810222067,0.4055515866872568,115.68333333333334,114.04848484848485,305,13.941918315399748,0.4166666666666667,True
42000161,2021-05-22,2021,playoff,Facundo Campazzo,DEN,32,4,0,1,8,7.175660160734789,1.0,1.0,-0.6981644370718076,3.183391529940672,2.485227092868865,3.808054850185424,115.68333333333334,114.04848484848485,270,7.175660160734789,1.0,True
42000162,2021-05-24,2021,playoff,Facundo Campazzo,DEN,30,10,2,3,12,19.971223021582738,0.551470588235294,0.5,-0.6981644370718076,3.183391529940672,2.485227092868865,3.808054850185424,115.68333333333334,114.04848484848485,270,19.971223021582738,0.551470588235294,True
42000163,2021-05-27,2021,playoff,Facundo Campazzo,DEN,32,9,4,3,11,18.877663482733283,0.5111524163568774,0.4444444444444444,-0.6981644370718076,3.183391529940672,2.485227092868865,3.808054850185424,115.68333333333334,114.04848484848485,270,18.877663482733283,0.5111524163568774,True
42000164,2021-05-29,2021,playoff,Facundo Campazzo,DEN,27,10,5,0,12,19.5143824706528,0.4918032786885246,0.4,-0.6981644370718076,3.183391529940672,2.485227092868865,3.808054850185424,115.68333333333334,114.04848484848485,270,19.5143824706528,0.4918032786885246,True
42000165,2021-06-01,2021,playoff,Facundo Campazzo,DEN,21,5,2,2,3,16.860713916803167,0.2551020408163265,0.2,-0.6981644370718076,3.183391529940672,2.485227092868865,3.808054850185424,115.68333333333334,114.04848484848485,270,16.860713916803167,0.2551020408163265,True
42000166,2021-06-03,2021,playoff,Facundo Campazzo,DEN,23,5,5,1,10,15.509409474367292,0.6944444444444444,0.5,-0.6981644370718076,3.183391529940672,2.485227092868865,3.808054850185424,115.68333333333334,114.04848484848485,270,15.509409474367292,0.6944444444444444,True
42000231,2021-06-07,2021,playoff,Facundo Campazzo,DEN,36,9,1,3,14,15.570280617611171,0.7415254237288136,0.7222222222222222,-0.6981644370718076,3.183391529940672,2.485227092868865,3.808054850185424,115.68333333333334,114.04848484848485,270,15.570280617611171,0.7415254237288136,True
42000232,2021-06-09,2021,playoff,Facundo Campazzo,DEN,29,7,0,1,3,12.160040198479996,0.2142857142857142,0.2142857142857142,-0.6981644370718076,3.183391529940672,2.485227092868865,3.808054850185424,115.68333333333334,114.04848484848485,270,12.160040198479996,0.2142857142857142,True
42000233,2021-06-11,2021,playoff,Facundo Campazzo,DEN,18,5,0,1,6,13.788348845225782,0.6,0.6,-0.6981644370718076,3.183391529940672,2.485227092868865,3.808054850185424,115.68333333333334,114.04848484848485,270,13.788348845225782,0.6,True
42000234,2021-06-13,2021,playoff,Facundo Campazzo,DEN,22,10,0,0,14,19.01170679372693,0.7,0.7,-0.6981644370718076,3.183391529940672,2.485227092868865,3.808054850185424,115.68333333333334,114.04848484848485,270,19.01170679372693,0.7,True
42000162,2021-05-24,2021,playoff,JaMychal Green,DEN,20,6,0,1,4,15.107913669064748,0.3333333333333333,0.3333333333333333,-0.1231195114331141,-1.092705570803938,-1.215825082237052,0.8731581801031937,115.68333333333334,114.04848484848485,190,15.107913669064748,0.3333333333333333,True
42000163,2021-05-27,2021,playoff,JaMychal Green,DEN,17,5,0,0,8,12.912218524441371,0.8,0.8,-0.1231195114331141,-1.092705570803938,-1.215825082237052,0.8731581801031937,115.68333333333334,114.04848484848485,190,12.912218524441371,0.8,True
42000164,2021-05-29,2021,playoff,JaMychal Green,DEN,21,10,2,0,11,22.37527320288433,0.5055147058823529,0.45,-0.1231195114331141,-1.092705570803938,-1.215825082237052,0.8731581801031937,115.68333333333334,114.04848484848485,190,22.37527320288433,0.5055147058823529,True
42000165,2021-06-01,2021,playoff,JaMychal Green,DEN,20,4,0,0,5,8.9866749302758,0.625,0.625,-0.1231195114331141,-1.092705570803938,-1.215825082237052,0.8731581801031937,115.68333333333334,114.04848484848485,190,8.9866749302758,0.625,True
42000166,2021-06-03,2021,playoff,JaMychal Green,DEN,23,5,5,0,10,13.61801807505421,0.6944444444444444,0.6,-0.1231195114331141,-1.092705570803938,-1.215825082237052,0.8731581801031937,115.68333333333334,114.04848484848485,190,13.61801807505421,0.6944444444444444,True
42000231,2021-06-07,2021,playoff,JaMychal Green,DEN,23,5,0,0,10,9.795367367433286,1.0,1.0,-0.1231195114331141,-1.092705570803938,-1.215825082237052,0.8731581801031937,115.68333333333334,114.04848484848485,190,9.795367367433286,1.0,True
42000232,2021-06-09,2021,playoff,JaMychal Green,DEN,24,5,0,2,4,12.85670916818458,0.4,0.4,-0.1231195114331141,-1.092705570803938,-1.215825082237052,0.8731581801031937,115.68333333333334,114.04848484848485,190,12.85670916818458,0.4,True
42000233,2021-06-11,2021,playoff,JaMychal Green,DEN,18,3,2,0,2,8.91646558657934,0.2577319587628866,0.0,-0.1231195114331141,-1.092705570803938,-1.215825082237052,0.8731581801031937,115.68333333333334,114.04848484848485,190,8.91646558657934,0.2577319587628866,True
42000234,2021-06-13,2021,playoff,JaMychal Green,DEN,6,1,0,0,0,6.970959157699874,0.0,0.0,-0.1231195114331141,-1.092705570803938,-1.215825082237052,0.8731581801031937,115.68333333333334,114.04848484848485,190,6.970959157699874,0.0,True
42000161,2021-05-22,2021,playoff,Markus Howard,DEN,20,5,0,0,7,11.48105625717566,0.7,0.7,1.75653744576974,-7.313046580800434,-5.556509135030694,-0.1634786528603271,115.68333333333334,114.04848484848485,106,11.48105625717566,0.7,True
42000162,2021-05-24,2021,playoff,Markus Howard,DEN,15,2,0,0,5,5.755395683453238,1.25,1.25,1.75653744576974,-7.313046580800434,-5.556509135030694,-0.1634786528603271,115.68333333333334,114.04848484848485,106,5.755395683453238,1.25,True
42000163,2021-05-27,2021,playoff,Markus Howard,DEN,9,2,0,0,3,9.755898440689036,0.75,0.75,1.75653744576974,-7.313046580800434,-5.556509135030694,-0.1634786528603271,115.68333333333334,114.04848484848485,106,9.755898440689036,0.75,True
42000164,2021-05-29,2021,playoff,Markus Howard,DEN,27,14,0,0,9,22.393553654847473,0.3214285714285714,0.3214285714285714,1.75653744576974,-7.313046580800434,-5.556509135030694,-0.1634786528603271,115.68333333333334,114.04848484848485,106,22.393553654847473,0.3214285714285714,True
42000165,2021-06-01,2021,playoff,Markus Howard,DEN,16,6,0,0,9,16.850015494267122,0.75,0.75,1.75653744576974,-7.313046580800434,-5.556509135030694,-0.1634786528603271,115.68333333333334,114.04848484848485,106,16.850015494267122,0.75,True
42000231,2021-06-07,2021,playoff,Markus Howard,DEN,8,2,0,0,3,11.264672472548275,0.75,0.75,1.75653744576974,-7.313046580800434,-5.556509135030694,-0.1634786528603271,115.68333333333334,114.04848484848485,106,11.264672472548275,0.75,True
42000232,2021-06-09,2021,playoff,Markus Howard,DEN,11,6,2,0,6,27.57012750455373,0.436046511627907,0.4166666666666667,1.75653744576974,-7.313046580800434,-5.556509135030694,-0.1634786528603271,115.68333333333334,114.04848484848485,106,27.57012750455373,0.436046511627907,True
42000161,2021-05-22,2021,playoff,Michael Porter Jr.,DEN,37,21,0,2,25,28.5474912340584,0.5952380952380952,0.5952380952380952,2.227852128516588,0.3875653358474681,2.615417464364056,0.9297934167911494,115.68333333333334,114.04848484848485,333,28.5474912340584,0.5952380952380952,True
42000162,2021-05-24,2021,playoff,Michael Porter Jr.,DEN,33,13,5,1,18,21.19032047089601,0.5921052631578948,0.5,2.227852128516588,0.3875653358474681,2.615417464364056,0.9297934167911494,115.68333333333334,114.04848484848485,333,21.19032047089601,0.5921052631578948,True
42000163,2021-05-27,2021,playoff,Michael Porter Jr.,DEN,33,11,3,3,15,20.38095874245764,0.6087662337662337,0.5909090909090909,2.227852128516588,0.3875653358474681,2.615417464364056,0.9297934167911494,115.68333333333334,114.04848484848485,333,20.38095874245764,0.6087662337662337,True
42000164,2021-05-29,2021,playoff,Michael Porter Jr.,DEN,23,3,0,2,3,9.388601687591333,0.5,0.5,2.227852128516588,0.3875653358474681,2.615417464364056,0.9297934167911494,115.68333333333334,114.04848484848485,333,9.388601687591333,0.5,True
42000165,2021-06-01,2021,playoff,Michael Porter Jr.,DEN,48,13,3,3,26,16.21345935337259,0.9078212290502792,0.8846153846153846,2.227852128516588,0.3875653358474681,2.615417464364056,0.9297934167911494,115.68333333333334,114.04848484848485,333,16.21345935337259,0.9078212290502792,True
42000166,2021-06-03,2021,playoff,Michael Porter Jr.,DEN,34,19,0,1,26,25.58941304952997,0.6842105263157895,0.6842105263157895,2.227852128516588,0.3875653358474681,2.615417464364056,0.9297934167911494,115.68333333333334,114.04848484848485,333,25.58941304952997,0.6842105263157895,True
42000231,2021-06-07,2021,playoff,Michael Porter Jr.,DEN,31,13,0,0,15,18.895579631371305,0.5769230769230769,0.5769230769230769,2.227852128516588,0.3875653358474681,2.615417464364056,0.9297934167911494,115.68333333333334,114.04848484848485,333,18.895579631371305,0.5769230769230769,True
42000232,2021-06-09,2021,playoff,Michael Porter Jr.,DEN,28,13,4,1,11,24.810824876398645,0.3726287262872629,0.3076923076923077,2.227852128516588,0.3875653358474681,2.615417464364056,0.9297934167911494,115.68333333333334,114.04848484848485,333,24.810824876398645,0.3726287262872629,True
42000233,2021-06-11,2021,playoff,Michael Porter Jr.,DEN,30,13,2,3,15,23.274732850741124,0.5403458213256483,0.5384615384615384,2.227852128516588,0.3875653358474681,2.615417464364056,0.9297934167911494,115.68333333333334,114.04848484848485,333,23.274732850741124,0.5403458213256483,True
42000234,2021-06-13,2021,playoff,Michael Porter Jr.,DEN,36,16,4,0,20,20.63403910679163,0.563063063063063,0.53125,2.227852128516588,0.3875653358474681,2.615417464364056,0.9297934167911494,115.68333333333334,114.04848484848485,333,20.63403910679163,0.563063063063063,True
42000161,2021-05-22,2021,playoff,Monte Morris,DEN,22,10,0,1,10,22.96211251435132,0.5,0.5,3.043696607138858,-6.177155537619495,-3.133458930480637,-0.0569120006255461,115.68333333333334,114.04848484848485,286,22.96211251435132,0.5,True
42000162,2021-05-24,2021,playoff,Monte Morris,DEN,30,10,2,1,12,17.093525179856115,0.551470588235294,0.5,3.043696607138858,-6.177155537619495,-3.133458930480637,-0.0569120006255461,115.68333333333334,114.04848484848485,286,17.093525179856115,0.551470588235294,True
42000163,2021-05-27,2021,playoff,Monte Morris,DEN,25,6,5,3,8,19.667891256429098,0.4878048780487805,0.4166666666666667,3.043696607138858,-6.177155537619495,-3.133458930480637,-0.0569120006255461,115.68333333333334,114.04848484848485,286,19.667891256429098,0.4878048780487805,True
42000164,2021-05-29,2021,playoff,Monte Morris,DEN,25,12,0,0,12,20.730032526201654,0.5,0.5,3.043696607138858,-6.177155537619495,-3.133458930480637,-0.0569120006255461,115.68333333333334,114.04848484848485,286,20.730032526201654,0.5,True
42000165,2021-06-01,2021,playoff,Monte Morris,DEN,41,18,11,0,28,25.03117748871942,0.6129597197898424,0.5,3.043696607138858,-6.177155537619495,-3.133458930480637,-0.0569120006255461,115.68333333333334,114.04848484848485,286,25.03117748871942,0.6129597197898424,True
42000166,2021-06-03,2021,playoff,Monte Morris,DEN,33,16,5,1,22,25.31025581626237,0.6043956043956045,0.59375,3.043696607138858,-6.177155537619495,-3.133458930480637,-0.0569120006255461,115.68333333333334,114.04848484848485,286,25.31025581626237,0.6043956043956045,True
42000231,2021-06-07,2021,playoff,Monte Morris,DEN,23,10,0,0,2,19.590734734866572,0.1,0.1,3.043696607138858,-6.177155537619495,-3.133458930480637,-0.0569120006255461,115.68333333333334,114.04848484848485,286,19.590734734866572,0.1,True
42000232,2021-06-09,2021,playoff,Monte Morris,DEN,22,7,0,0,3,14.025500910746814,0.2142857142857142,0.2142857142857142,3.043696607138858,-6.177155537619495,-3.133458930480637,-0.0569120006255461,115.68333333333334,114.04848484848485,286,14.025500910746814,0.2142857142857142,True
42000233,2021-06-11,2021,playoff,Monte Morris,DEN,30,12,3,0,21,18.366080661840744,0.7882882882882882,0.7916666666666666,3.043696607138858,-6.177155537619495,-3.133458930480637,-0.0569120006255461,115.68333333333334,114.04848484848485,286,18.366080661840744,0.7882882882882882,True
42000234,2021-06-13,2021,playoff,Monte Morris,DEN,35,15,3,1,19,20.69777359051917,0.5821078431372549,0.6,3.043696607138858,-6.177155537619495,-3.133458930480637,-0.0569120006255461,115.68333333333334,114.04848484848485,286,20.69777359051917,0.5821078431372549,True
42000232,2021-06-09,2021,playoff,Will Barton,DEN,16,8,0,0,10,22.040072859744992,0.625,0.625,-0.1376937776404296,-1.871275793246081,-2.008969570886511,0.6532273499960485,115.68333333333334,114.04848484848485,83,22.040072859744992,0.625,True
42000233,2021-06-11,2021,playoff,Will Barton,DEN,28,14,0,2,14,23.637169448958485,0.5,0.5,-0.1376937776404296,-1.871275793246081,-2.008969570886511,0.6532273499960485,115.68333333333334,114.04848484848485,83,23.637169448958485,0.5,True
42000234,2021-06-13,2021,playoff,Will Barton,DEN,39,21,4,2,25,26.55399211456137,0.5492091388400703,0.5,-0.1376937776404296,-1.871275793246081,-2.008969570886511,0.6532273499960485,115.68333333333334,114.04848484848485,83,26.55399211456137,0.5492091388400703,True
42000176,2021-06-04,2021,playoff,Luke Kennard,LAC,10,4,0,0,2,18.842845973416733,0.25,0.25,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,18.842845973416733,0.25,True
42000177,2021-06-06,2021,playoff,Luke Kennard,LAC,15,6,0,1,11,22.368072129408645,0.9166666666666666,0.9166666666666666,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,22.368072129408645,0.9166666666666666,True
42000221,2021-06-08,2021,playoff,Luke Kennard,LAC,29,9,0,0,18,14.324529508131215,1.0,1.0,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,14.324529508131215,1.0,True
42000223,2021-06-12,2021,playoff,Luke Kennard,LAC,17,4,0,0,6,10.707405582187176,0.75,0.75,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,10.707405582187176,0.75,True
42000224,2021-06-14,2021,playoff,Luke Kennard,LAC,12,5,0,0,8,19.20233963234349,0.8,0.8,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,19.20233963234349,0.8,True
42000225,2021-06-16,2021,playoff,Luke Kennard,LAC,20,6,0,0,6,14.198019801980196,0.5,0.5,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,14.198019801980196,0.5,True
42000226,2021-06-18,2021,playoff,Luke Kennard,LAC,9,1,0,0,0,5.4607816589944935,0.0,0.0,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,5.4607816589944935,0.0,True
42000311,2021-06-20,2021,playoff,Luke Kennard,LAC,8,3,0,0,6,17.15639356814701,1.0,1.0,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,17.15639356814701,1.0,True
42000312,2021-06-22,2021,playoff,Luke Kennard,LAC,19,7,0,0,10,17.942583732057415,0.7142857142857143,0.7142857142857143,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,17.942583732057415,0.7142857142857143,True
42000313,2021-06-24,2021,playoff,Luke Kennard,LAC,21,7,1,0,9,16.69480770291894,0.6048387096774194,0.5714285714285714,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,16.69480770291894,0.6048387096774194,True
42000314,2021-06-26,2021,playoff,Luke Kennard,LAC,13,4,1,0,2,15.309904887790582,0.2252252252252252,0.25,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,15.309904887790582,0.2252252252252252,True
42000315,2021-06-28,2021,playoff,Luke Kennard,LAC,19,3,0,1,0,10.103572183470726,0.0,0.0,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,10.103572183470726,0.0,True
42000316,2021-06-30,2021,playoff,Luke Kennard,LAC,14,4,0,1,3,16.889027078975634,0.375,0.375,1.236327612674287,-0.4190097275651633,0.817317885109124,0.408365719490966,114.88372093023256,113.4139534883721,216,16.889027078975634,0.375,True
42000171,2021-05-22,2021,playoff,Marcus Morris Sr.,LAC,33,8,2,0,4,12.973446802293727,0.2252252252252252,0.25,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,12.973446802293727,0.2252252252252252,True
42000172,2021-05-25,2021,playoff,Marcus Morris Sr.,LAC,25,9,2,2,9,21.559168241965978,0.4554655870445344,0.4444444444444444,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,21.559168241965978,0.4554655870445344,True
42000173,2021-05-28,2021,playoff,Marcus Morris Sr.,LAC,34,9,0,1,15,15.193335190296525,0.8333333333333334,0.8333333333333334,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,15.193335190296525,0.8333333333333334,True
42000174,2021-05-30,2021,playoff,Marcus Morris Sr.,LAC,29,5,2,0,9,9.789759665621734,0.7653061224489796,0.7,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,9.789759665621734,0.7653061224489796,True
42000175,2021-06-02,2021,playoff,Marcus Morris Sr.,LAC,42,13,2,0,16,15.465002311604255,0.5763688760806917,0.5384615384615384,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,15.465002311604255,0.5763688760806917,True
42000176,2021-06-04,2021,playoff,Marcus Morris Sr.,LAC,42,10,2,0,4,12.202985963736552,0.1838235294117647,0.1,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,12.202985963736552,0.1838235294117647,True
42000177,2021-06-06,2021,playoff,Marcus Morris Sr.,LAC,30,15,0,0,23,23.965791567223548,0.7666666666666667,0.7666666666666667,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,23.965791567223548,0.7666666666666667,True
42000221,2021-06-08,2021,playoff,Marcus Morris Sr.,LAC,33,14,0,1,9,20.98037150180835,0.3214285714285714,0.3214285714285714,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,20.98037150180835,0.3214285714285714,True
42000222,2021-06-10,2021,playoff,Marcus Morris Sr.,LAC,37,11,0,0,8,13.447295769195506,0.3636363636363636,0.3636363636363636,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,13.447295769195506,0.3636363636363636,True
42000223,2021-06-12,2021,playoff,Marcus Morris Sr.,LAC,22,5,0,0,6,10.342380391885342,0.6,0.6,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,10.342380391885342,0.6,True
42000224,2021-06-14,2021,playoff,Marcus Morris Sr.,LAC,35,11,8,0,24,19.118946614511596,0.8264462809917356,0.7727272727272727,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,19.118946614511596,0.8264462809917356,True
42000225,2021-06-16,2021,playoff,Marcus Morris Sr.,LAC,40,16,4,0,25,21.013069306930692,0.7038288288288288,0.71875,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,21.013069306930692,0.7038288288288288,True
42000226,2021-06-18,2021,playoff,Marcus Morris Sr.,LAC,29,7,0,0,7,11.86307739712597,0.5,0.5,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,11.86307739712597,0.5,True
42000311,2021-06-20,2021,playoff,Marcus Morris Sr.,LAC,21,11,0,0,6,23.96448625391964,0.2727272727272727,0.2727272727272727,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,23.96448625391964,0.2727272727272727,True
42000312,2021-06-22,2021,playoff,Marcus Morris Sr.,LAC,25,11,0,1,7,23.376623376623375,0.3181818181818182,0.3181818181818182,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,23.376623376623375,0.3181818181818182,True
42000313,2021-06-24,2021,playoff,Marcus Morris Sr.,LAC,24,4,2,1,8,11.544998068752411,0.819672131147541,0.75,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,11.544998068752411,0.819672131147541,True
42000314,2021-06-26,2021,playoff,Marcus Morris Sr.,LAC,22,8,0,0,4,16.30047203450267,0.25,0.25,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,16.30047203450267,0.25,True
42000315,2021-06-28,2021,playoff,Marcus Morris Sr.,LAC,39,16,2,1,22,22.00247142415817,0.6516587677725119,0.625,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,22.00247142415817,0.6516587677725119,True
42000316,2021-06-30,2021,playoff,Marcus Morris Sr.,LAC,42,17,6,0,26,22.113366122072097,0.6619144602851323,0.6470588235294118,1.242631106258778,-1.393754604622464,-0.1511234983636853,1.984985333853054,114.88372093023256,113.4139534883721,604,22.113366122072097,0.6619144602851323,True
42000171,2021-05-22,2021,playoff,Patrick Beverley,LAC,17,6,0,1,10,19.85205492401862,0.8333333333333334,0.8333333333333334,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,19.85205492401862,0.8333333333333334,True
42000172,2021-05-25,2021,playoff,Patrick Beverley,LAC,23,4,0,0,3,7.890194789183857,0.375,0.375,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,7.890194789183857,0.375,True
42000173,2021-05-28,2021,playoff,Patrick Beverley,LAC,6,2,0,0,2,17.219113215669392,0.5,0.5,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,17.219113215669392,0.5,True
42000174,2021-05-30,2021,playoff,Patrick Beverley,LAC,5,3,1,0,3,33.21858585858586,0.436046511627907,0.3333333333333333,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,33.21858585858586,0.436046511627907,True
42000221,2021-06-08,2021,playoff,Patrick Beverley,LAC,6,3,0,0,0,23.07840865198918,0.0,0.0,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,23.07840865198918,0.0,True
42000222,2021-06-10,2021,playoff,Patrick Beverley,LAC,21,5,4,0,3,14.560336007754026,0.2218934911242603,0.0,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,14.560336007754026,0.2218934911242603,True
42000223,2021-06-12,2021,playoff,Patrick Beverley,LAC,16,3,3,0,7,12.286747905559784,0.8101851851851851,0.6666666666666666,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,12.286747905559784,0.8101851851851851,True
42000225,2021-06-16,2021,playoff,Patrick Beverley,LAC,17,5,0,1,5,16.703552708211994,0.5,0.5,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,16.703552708211994,0.5,True
42000226,2021-06-18,2021,playoff,Patrick Beverley,LAC,27,4,4,0,12,10.484700785269428,1.0416666666666667,1.125,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,10.484700785269428,1.0416666666666667,True
42000311,2021-06-20,2021,playoff,Patrick Beverley,LAC,15,2,0,0,2,6.100051046452271,0.5,0.5,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,6.100051046452271,0.5,True
42000312,2021-06-22,2021,playoff,Patrick Beverley,LAC,26,5,0,0,6,9.365634365634364,0.6,0.6,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,9.365634365634364,0.6,True
42000313,2021-06-24,2021,playoff,Patrick Beverley,LAC,27,8,0,0,8,13.96220476946626,0.5,0.5,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,13.96220476946626,0.5,True
42000314,2021-06-26,2021,playoff,Patrick Beverley,LAC,34,4,0,0,2,5.2736821288096865,0.25,0.25,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,5.2736821288096865,0.25,True
42000315,2021-06-28,2021,playoff,Patrick Beverley,LAC,31,6,0,0,7,9.28876797512631,0.5833333333333334,0.5833333333333334,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,9.28876797512631,0.5833333333333334,True
42000316,2021-06-30,2021,playoff,Patrick Beverley,LAC,31,7,2,1,11,13.546089331988714,0.6979695431472082,0.6428571428571429,-0.3239635840894104,0.0198873432425145,-0.3040762408468959,1.033487431242855,114.88372093023256,113.4139534883721,322,13.546089331988714,0.6979695431472082,True
42000171,2021-05-22,2021,playoff,Reggie Jackson,LAC,21,6,0,0,2,13.774895253400675,0.1666666666666666,0.1666666666666666,5.76192610982546,-2.03218971170813,3.729736398117329,2.10461047853044,114.88372093023256,113.4139534883721,623,13.774895253400675,0.1666666666666666,True
42000172,2021-05-25,2021,playoff,Reggie Jackson,LAC,30,12,2,2,15,22.502835538752365,0.5822981366459627,0.5416666666666666,5.76192610982546,-2.03218971170813,3.729736398117329,2.10461047853044,114.88372093023256,113.4139534883721,623,22.502835538752365,0.5822981366459627,True
