gameid,date,season,type,player,team,MIN,FGA,FTA,TOV,PTS,USG%,TS%,eFG%,raptor_offense,raptor_defense,raptor_total,war_total,team5yoffrating,team5yeoff_rating,total_MIN_played,USG,TS,OffStr_1
41800121,2019-04-13,2019,playoff,D'Angelo Russell,BKN,29,25,5,4,26,46.95450174224732,0.4779411764705882,0.44,2.735093554,-0.576171021,2.158922533,6.180959451,115.24583333333334,112.775,148,46.95450174224732,0.4779411764705882,True
41800122,2019-04-15,2019,playoff,D'Angelo Russell,BKN,25,16,1,4,16,33.47146282973622,0.48661800486618,0.46875,2.735093554,-0.576171021,2.158922533,6.180959451,115.24583333333334,112.775,148,33.47146282973622,0.48661800486618,True
41800123,2019-04-18,2019,playoff,D'Angelo Russell,BKN,30,27,0,3,26,37.81645569620253,0.4814814814814814,0.4814814814814814,2.735093554,-0.576171021,2.158922533,6.180959451,115.24583333333334,112.775,148,37.81645569620253,0.4814814814814814,True
41800124,2019-04-20,2019,playoff,D'Angelo Russell,BKN,37,19,5,2,21,25.584237756968115,0.4952830188679245,0.4210526315789473,2.735093554,-0.576171021,2.158922533,6.180959451,115.24583333333334,112.775,148,25.584237756968115,0.4952830188679245,True
41800125,2019-04-23,2019,playoff,D'Angelo Russell,BKN,27,16,2,1,8,26.937853107344633,0.2369668246445497,0.21875,2.735093554,-0.576171021,2.158922533,6.180959451,115.24583333333334,112.775,148,26.937853107344633,0.2369668246445497,True
41800121,2019-04-13,2019,playoff,Jarrett Allen,BKN,10,4,0,1,2,21.82180369431365,0.25,0.25,-1.523007471,-2.805411583,-4.328419054,-1.688439103,115.24583333333334,112.775,110,21.82180369431365,0.25,True
41800122,2019-04-15,2019,playoff,Jarrett Allen,BKN,23,4,4,1,9,12.032411338010336,0.78125,0.75,-1.523007471,-2.805411583,-4.328419054,-1.688439103,115.24583333333334,112.775,110,12.032411338010336,0.78125,True
41800123,2019-04-18,2019,playoff,Jarrett Allen,BKN,21,5,9,3,15,21.53737191078963,0.8370535714285714,0.8,-1.523007471,-2.805411583,-4.328419054,-1.688439103,115.24583333333334,112.775,110,21.53737191078963,0.8370535714285714,True
41800124,2019-04-20,2019,playoff,Jarrett Allen,BKN,32,11,7,2,21,20.503230193811625,0.7457386363636364,0.6363636363636364,-1.523007471,-2.805411583,-4.328419054,-1.688439103,115.24583333333334,112.775,110,20.503230193811625,0.7457386363636364,True
41800125,2019-04-23,2019,playoff,Jarrett Allen,BKN,24,8,0,1,8,15.254237288135592,0.5,0.5,-1.523007471,-2.805411583,-4.328419054,-1.688439103,115.24583333333334,112.775,110,15.254237288135592,0.5,True
41800131,2019-04-14,2019,playoff,Jayson Tatum,BOS,34,11,0,3,15,18.90432098765432,0.6818181818181818,0.6818181818181818,0.506851968,0.564600139,1.071452107,4.759803477,112.4835294117647,110.40941176470588,296,18.90432098765432,0.6818181818181818,False
41800132,2019-04-17,2019,playoff,Jayson Tatum,BOS,39,20,1,2,26,27.087545643842237,0.6360078277886496,0.625,0.506851968,0.564600139,1.071452107,4.759803477,112.4835294117647,110.40941176470588,296,27.087545643842237,0.6360078277886496,False
41800133,2019-04-19,2019,playoff,Jayson Tatum,BOS,33,16,4,2,18,27.60615413393191,0.5067567567567567,0.53125,0.506851968,0.564600139,1.071452107,4.759803477,112.4835294117647,110.40941176470588,296,27.60615413393191,0.5067567567567567,False
41800134,2019-04-21,2019,playoff,Jayson Tatum,BOS,36,10,12,4,18,23.592755751346058,0.5890052356020942,0.45,0.506851968,0.564600139,1.071452107,4.759803477,112.4835294117647,110.40941176470588,296,23.592755751346058,0.5890052356020942,False
41800201,2019-04-28,2019,playoff,Jayson Tatum,BOS,30,7,0,0,4,11.078276858418704,0.2857142857142857,0.2857142857142857,0.506851968,0.564600139,1.071452107,4.759803477,112.4835294117647,110.40941176470588,296,11.078276858418704,0.2857142857142857,False
41800202,2019-04-30,2019,playoff,Jayson Tatum,BOS,25,10,2,1,5,20.65714285714286,0.2297794117647058,0.2,0.506851968,0.564600139,1.071452107,4.759803477,112.4835294117647,110.40941176470588,296,20.65714285714286,0.2297794117647058,False
41800203,2019-05-03,2019,playoff,Jayson Tatum,BOS,37,14,6,1,20,20.41784825510736,0.6009615384615384,0.5,0.506851968,0.564600139,1.071452107,4.759803477,112.4835294117647,110.40941176470588,296,20.41784825510736,0.6009615384615384,False
41800204,2019-05-06,2019,playoff,Jayson Tatum,BOS,35,14,5,2,17,22.049469964664308,0.5246913580246914,0.4642857142857143,0.506851968,0.564600139,1.071452107,4.759803477,112.4835294117647,110.40941176470588,296,22.049469964664308,0.5246913580246914,False
41800205,2019-05-08,2019,playoff,Jayson Tatum,BOS,27,10,9,3,14,24.72213111767064,0.501432664756447,0.35,0.506851968,0.564600139,1.071452107,4.759803477,112.4835294117647,110.40941176470588,296,24.72213111767064,0.501432664756447,False
41800131,2019-04-14,2019,playoff,Kyrie Irving,BOS,34,17,6,3,20,30.570987654320987,0.5091649694501018,0.4117647058823529,5.529100957,1.084506413,6.61360737,10.70679162,112.4835294117647,110.40941176470588,330,30.570987654320987,0.5091649694501018,False
41800132,2019-04-17,2019,playoff,Kyrie Irving,BOS,39,26,2,2,37,34.861333252859346,0.6882440476190477,0.6923076923076923,5.529100957,1.084506413,6.61360737,10.70679162,112.4835294117647,110.40941176470588,330,34.861333252859346,0.6882440476190477,False
41800133,2019-04-19,2019,playoff,Kyrie Irving,BOS,37,19,2,2,19,27.2633049716383,0.4778672032193159,0.4473684210526316,5.529100957,1.084506413,6.61360737,10.70679162,112.4835294117647,110.40941176470588,330,27.2633049716383,0.4778672032193159,False
41800134,2019-04-21,2019,playoff,Kyrie Irving,BOS,37,13,7,3,14,22.716990117871173,0.4353233830845772,0.3076923076923077,5.529100957,1.084506413,6.61360737,10.70679162,112.4835294117647,110.40941176470588,330,22.716990117871173,0.4353233830845772,False
41800201,2019-04-28,2019,playoff,Kyrie Irving,BOS,33,21,0,4,26,35.968431358502286,0.6190476190476191,0.6190476190476191,5.529100957,1.084506413,6.61360737,10.70679162,112.4835294117647,110.40941176470588,330,35.968431358502286,0.6190476190476191,False
41800202,2019-04-30,2019,playoff,Kyrie Irving,BOS,31,18,0,3,9,29.44770283479961,0.25,0.25,5.529100957,1.084506413,6.61360737,10.70679162,112.4835294117647,110.40941176470588,330,29.44770283479961,0.25,False
41800203,2019-05-03,2019,playoff,Kyrie Irving,BOS,42,22,12,4,29,31.89558478637708,0.531524926686217,0.4090909090909091,5.529100957,1.084506413,6.61360737,10.70679162,112.4835294117647,110.40941176470588,330,31.89558478637708,0.531524926686217,False
41800204,2019-05-06,2019,playoff,Kyrie Irving,BOS,44,22,9,4,23,28.872470285897844,0.4429892141756548,0.3409090909090909,5.529100957,1.084506413,6.61360737,10.70679162,112.4835294117647,110.40941176470588,330,28.872470285897844,0.4429892141756548,False
41800205,2019-05-08,2019,playoff,Kyrie Irving,BOS,33,21,2,3,15,29.67291809535168,0.3427787934186472,0.3095238095238095,5.529100957,1.084506413,6.61360737,10.70679162,112.4835294117647,110.40941176470588,330,29.67291809535168,0.3427787934186472,False
41800131,2019-04-14,2019,playoff,Terry Rozier,BOS,18,6,4,1,5,22.34310699588477,0.3221649484536082,0.25,-1.700805676,-0.130176133,-1.830981809,0.828167268,112.4835294117647,110.40941176470588,162,22.34310699588477,0.3221649484536082,False
41800132,2019-04-17,2019,playoff,Terry Rozier,BOS,21,5,0,2,4,15.69242840329541,0.4,0.4,-1.700805676,-0.130176133,-1.830981809,0.828167268,112.4835294117647,110.40941176470588,162,15.69242840329541,0.4,False
41800133,2019-04-19,2019,playoff,Terry Rozier,BOS,18,7,3,3,9,28.993912894375857,0.5408653846153846,0.4285714285714285,-1.700805676,-0.130176133,-1.830981809,0.828167268,112.4835294117647,110.40941176470588,162,28.993912894375857,0.5408653846153846,False
41800134,2019-04-21,2019,playoff,Terry Rozier,BOS,19,6,2,2,11,20.588917226988173,0.7994186046511628,0.8333333333333334,-1.700805676,-0.130176133,-1.830981809,0.828167268,112.4835294117647,110.40941176470588,162,20.588917226988173,0.7994186046511628,False
41800201,2019-04-28,2019,playoff,Terry Rozier,BOS,20,8,2,0,11,21.08037825059102,0.6193693693693693,0.625,-1.700805676,-0.130176133,-1.830981809,0.828167268,112.4835294117647,110.40941176470588,162,21.08037825059102,0.6193693693693693,False
41800202,2019-04-30,2019,playoff,Terry Rozier,BOS,25,10,5,0,9,21.21356421356421,0.3688524590163934,0.2,-1.700805676,-0.130176133,-1.830981809,0.828167268,112.4835294117647,110.40941176470588,162,21.21356421356421,0.3688524590163934,False
41800203,2019-05-03,2019,playoff,Terry Rozier,BOS,14,3,0,1,0,12.23615784643622,0.0,0.0,-1.700805676,-0.130176133,-1.830981809,0.828167268,112.4835294117647,110.40941176470588,162,12.23615784643622,0.0,False
41800204,2019-05-06,2019,playoff,Terry Rozier,BOS,10,5,0,1,2,25.4416961130742,0.2,0.2,-1.700805676,-0.130176133,-1.830981809,0.828167268,112.4835294117647,110.40941176470588,162,25.4416961130742,0.2,False
41800205,2019-05-08,2019,playoff,Terry Rozier,BOS,17,9,0,0,7,20.836146856249876,0.3888888888888889,0.3888888888888889,-1.700805676,-0.130176133,-1.830981809,0.828167268,112.4835294117647,110.40941176470588,162,20.836146856249876,0.3888888888888889,False
41800151,2019-04-13,2019,playoff,Malik Beasley,DEN,15,5,5,2,10,27.005649717514117,0.6944444444444444,0.7,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,27.005649717514117,0.6944444444444444,True
41800152,2019-04-16,2019,playoff,Malik Beasley,DEN,23,7,0,0,8,13.912713597677644,0.5714285714285714,0.5714285714285714,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,13.912713597677644,0.5714285714285714,True
41800153,2019-04-18,2019,playoff,Malik Beasley,DEN,28,13,1,1,20,24.49490399234191,0.7440476190476191,0.7307692307692307,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,24.49490399234191,0.7440476190476191,True
41800154,2019-04-20,2019,playoff,Malik Beasley,DEN,25,7,2,0,7,14.13903903903904,0.4441624365482233,0.3571428571428571,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,14.13903903903904,0.4441624365482233,True
41800155,2019-04-23,2019,playoff,Malik Beasley,DEN,26,7,1,2,11,17.462617542777867,0.739247311827957,0.7142857142857143,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,17.462617542777867,0.739247311827957,True
41800156,2019-04-25,2019,playoff,Malik Beasley,DEN,20,6,0,0,2,13.354266715921687,0.1666666666666666,0.1666666666666666,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,13.354266715921687,0.1666666666666666,True
41800157,2019-04-27,2019,playoff,Malik Beasley,DEN,20,5,2,0,4,13.49711870918171,0.3401360544217687,0.2,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,13.49711870918171,0.3401360544217687,True
41800231,2019-04-29,2019,playoff,Malik Beasley,DEN,28,7,2,1,9,14.27499732075876,0.5710659898477157,0.5714285714285714,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,14.27499732075876,0.5710659898477157,True
41800232,2019-05-01,2019,playoff,Malik Beasley,DEN,27,11,8,0,13,21.703628653983262,0.4476584022038568,0.4545454545454545,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,21.703628653983262,0.4476584022038568,True
41800233,2019-05-03,2019,playoff,Malik Beasley,DEN,23,6,4,0,11,15.568394422545154,0.7087628865979382,0.6666666666666666,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,15.568394422545154,0.7087628865979382,True
41800234,2019-05-05,2019,playoff,Malik Beasley,DEN,14,6,1,1,6,22.805250305250308,0.4658385093167702,0.4166666666666667,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,22.805250305250308,0.4658385093167702,True
41800235,2019-05-07,2019,playoff,Malik Beasley,DEN,14,4,3,0,10,16.417208966015906,0.9398496240601504,0.875,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,16.417208966015906,0.9398496240601504,True
41800236,2019-05-09,2019,playoff,Malik Beasley,DEN,10,8,2,0,2,40.18099547511312,0.1126126126126126,0.0,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,40.18099547511312,0.1126126126126126,True
41800237,2019-05-12,2019,playoff,Malik Beasley,DEN,7,1,0,0,0,6.168714337120239,0.0,0.0,0.380325487,-0.910992077,-0.53066659,2.127993396,115.68333333333334,114.04848484848485,280,6.168714337120239,0.0,True
41800151,2019-04-13,2019,playoff,Nikola Jokic,DEN,36,9,2,3,10,15.753295668549905,0.5060728744939271,0.4444444444444444,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,15.753295668549905,0.5060728744939271,True
41800152,2019-04-16,2019,playoff,Nikola Jokic,DEN,39,15,6,3,21,24.192832963697914,0.5952380952380952,0.5333333333333333,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,24.192832963697914,0.5952380952380952,True
41800153,2019-04-18,2019,playoff,Nikola Jokic,DEN,32,14,4,1,22,24.87657666535278,0.6979695431472082,0.6785714285714286,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,24.87657666535278,0.6979695431472082,True
41800154,2019-04-20,2019,playoff,Nikola Jokic,DEN,39,22,8,0,29,29.35281435281435,0.5681818181818182,0.4772727272727273,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,29.35281435281435,0.5681818181818182,True
41800155,2019-04-23,2019,playoff,Nikola Jokic,DEN,33,11,4,3,16,22.969575514665692,0.6269592476489029,0.5454545454545454,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,22.969575514665692,0.6269592476489029,True
41800156,2019-04-25,2019,playoff,Nikola Jokic,DEN,38,30,4,2,43,39.54737230960668,0.6769521410579344,0.6666666666666666,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,39.54737230960668,0.6769521410579344,True
41800157,2019-04-27,2019,playoff,Nikola Jokic,DEN,43,26,4,0,21,29.637716766879,0.3782420749279538,0.3461538461538461,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,29.637716766879,0.3782420749279538,True
41800231,2019-04-29,2019,playoff,Nikola Jokic,DEN,41,18,12,2,37,27.75327978336048,0.7946735395189003,0.6944444444444444,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,27.75327978336048,0.7946735395189003,True
41800232,2019-05-01,2019,playoff,Nikola Jokic,DEN,37,17,4,2,16,22.644103069634987,0.4264392324093816,0.4117647058823529,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,22.644103069634987,0.4264392324093816,True
41800233,2019-05-03,2019,playoff,Nikola Jokic,DEN,65,25,5,8,33,24.98844592484647,0.6066176470588236,0.6,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,24.98844592484647,0.6066176470588236,True
41800234,2019-05-05,2019,playoff,Nikola Jokic,DEN,39,15,4,3,21,21.742640075973416,0.6264916467780429,0.5666666666666667,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,21.742640075973416,0.6264916467780429,True
41800235,2019-05-07,2019,playoff,Nikola Jokic,DEN,34,18,6,3,25,30.038917953298455,0.6056201550387597,0.5555555555555556,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,30.038917953298455,0.6056201550387597,True
41800236,2019-05-09,2019,playoff,Nikola Jokic,DEN,37,15,8,4,29,27.540662834780484,0.7829373650107991,0.7333333333333333,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,27.540662834780484,0.7829373650107991,True
41800237,2019-05-12,2019,playoff,Nikola Jokic,DEN,42,26,7,2,29,31.95394026628283,0.4986244841815681,0.4615384615384615,5.642958831,1.762306972,7.405265803,13.03130189,115.68333333333334,114.04848484848485,555,31.95394026628283,0.4986244841815681,True
41800151,2019-04-13,2019,playoff,Paul Millsap,DEN,34,9,3,3,12,17.249772421864844,0.5813953488372093,0.5,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,17.249772421864844,0.5813953488372093,True
41800152,2019-04-16,2019,playoff,Paul Millsap,DEN,30,10,7,1,20,21.45472938796156,0.764525993883792,0.75,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,21.45472938796156,0.764525993883792,True
41800153,2019-04-18,2019,playoff,Paul Millsap,DEN,29,7,4,1,14,15.98521196634635,0.7990867579908676,0.7857142857142857,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,15.98521196634635,0.7990867579908676,True
41800154,2019-04-20,2019,playoff,Paul Millsap,DEN,27,7,0,2,2,14.952452452452452,0.1428571428571428,0.1428571428571428,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,14.952452452452452,0.1428571428571428,True
41800155,2019-04-23,2019,playoff,Paul Millsap,DEN,25,10,5,1,14,25.39478957915831,0.5737704918032788,0.5,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,25.39478957915831,0.5737704918032788,True
41800156,2019-04-25,2019,playoff,Paul Millsap,DEN,34,10,0,0,12,13.092418348942829,0.6,0.6,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,13.092418348942829,0.6,True
41800157,2019-04-27,2019,playoff,Paul Millsap,DEN,35,10,4,1,9,16.7369518687229,0.3826530612244898,0.3,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,16.7369518687229,0.3826530612244898,True
41800231,2019-04-29,2019,playoff,Paul Millsap,DEN,28,12,7,2,19,27.45686421605401,0.629973474801061,0.5833333333333334,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,27.45686421605401,0.629973474801061,True
41800232,2019-05-01,2019,playoff,Paul Millsap,DEN,32,14,1,2,14,20.733915906788244,0.4847645429362881,0.4642857142857143,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,20.733915906788244,0.4847645429362881,True
41800233,2019-05-03,2019,playoff,Paul Millsap,DEN,49,13,2,3,17,15.895943221672972,0.6123919308357348,0.6538461538461539,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,15.895943221672972,0.6123919308357348,True
41800234,2019-05-05,2019,playoff,Paul Millsap,DEN,41,10,8,1,21,15.19751928288514,0.7766272189349113,0.7,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,15.19751928288514,0.7766272189349113,True
41800235,2019-05-07,2019,playoff,Paul Millsap,DEN,34,16,6,1,24,24.9561907192378,0.6437768240343348,0.625,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,24.9561907192378,0.6437768240343348,True
41800236,2019-05-09,2019,playoff,Paul Millsap,DEN,39,15,8,0,17,21.487411532660403,0.458963282937365,0.3,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,21.487411532660403,0.458963282937365,True
41800237,2019-05-12,2019,playoff,Paul Millsap,DEN,32,13,6,0,10,21.104713925872616,0.319693094629156,0.2307692307692307,1.041229281,3.00034206,4.041571342,6.572290394,115.68333333333334,114.04848484848485,469,21.104713925872616,0.319693094629156,True
41800151,2019-04-13,2019,playoff,Torrey Craig,DEN,11,4,2,0,6,19.533730823340253,0.6147540983606558,0.75,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,19.533730823340253,0.6147540983606558,True
41800153,2019-04-18,2019,playoff,Torrey Craig,DEN,14,7,0,0,12,23.74852187623177,0.8571428571428571,0.8571428571428571,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,23.74852187623177,0.8571428571428571,True
41800154,2019-04-20,2019,playoff,Torrey Craig,DEN,37,9,2,0,18,11.978126775424071,0.9109311740890688,0.9444444444444444,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,11.978126775424071,0.9109311740890688,True
41800156,2019-04-25,2019,playoff,Torrey Craig,DEN,33,6,0,0,5,8.093494979346476,0.4166666666666667,0.4166666666666667,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,8.093494979346476,0.4166666666666667,True
41800157,2019-04-27,2019,playoff,Torrey Craig,DEN,26,4,0,2,7,10.594284701084543,0.875,0.875,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,10.594284701084543,0.875,True
41800231,2019-04-29,2019,playoff,Torrey Craig,DEN,19,3,0,0,3,7.107039917874205,0.5,0.5,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,7.107039917874205,0.5,True
41800232,2019-05-01,2019,playoff,Torrey Craig,DEN,20,5,4,0,7,13.640999662276258,0.5177514792899408,0.5,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,13.640999662276258,0.5177514792899408,True
41800233,2019-05-03,2019,playoff,Torrey Craig,DEN,36,8,0,2,4,12.81762141031424,0.25,0.25,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,12.81762141031424,0.25,True
41800234,2019-05-05,2019,playoff,Torrey Craig,DEN,17,4,0,0,3,10.097201273671864,0.375,0.375,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,10.097201273671864,0.375,True
41800235,2019-05-07,2019,playoff,Torrey Craig,DEN,24,6,1,0,8,11.592853699686671,0.6211180124223602,0.5833333333333334,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,11.592853699686671,0.6211180124223602,True
41800236,2019-05-09,2019,playoff,Torrey Craig,DEN,27,7,0,0,10,11.73118820177644,0.7142857142857143,0.7142857142857143,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,11.73118820177644,0.7142857142857143,True
41800237,2019-05-12,2019,playoff,Torrey Craig,DEN,33,5,5,1,8,10.729824331839446,0.5555555555555556,0.4,1.646786304,0.352050041,1.998836345,0.824539444,115.68333333333334,114.04848484848485,325,10.729824331839446,0.5555555555555556,True
41800101,2019-04-14,2019,playoff,Andre Drummond,DET,26,9,6,3,12,24.512561138283683,0.5154639175257731,0.4444444444444444,0.959801228,3.064596108,4.024397336,9.140504881,,,127,24.512561138283683,0.5154639175257731,False
41800102,2019-04-17,2019,playoff,Andre Drummond,DET,38,15,4,2,18,20.699547611166285,0.5369928400954653,0.5333333333333333,0.959801228,3.064596108,4.024397336,9.140504881,,,127,20.699547611166285,0.5369928400954653,False
41800103,2019-04-20,2019,playoff,Andre Drummond,DET,30,14,8,4,12,29.79577708549671,0.3424657534246575,0.3571428571428571,0.959801228,3.064596108,4.024397336,9.140504881,,,127,29.79577708549671,0.3424657534246575,False
41800104,2019-04-22,2019,playoff,Andre Drummond,DET,33,16,3,2,15,24.37701091413791,0.4330254041570439,0.4375,0.959801228,3.064596108,4.024397336,9.140504881,,,127,24.37701091413791,0.4330254041570439,False
41800101,2019-04-14,2019,playoff,Bruce Brown,DET,12,2,0,1,2,10.883309248554916,0.5,0.5,-2.689305726,2.437230361,-0.252075365,1.832926324,,,56,10.883309248554916,0.5,False
41800102,2019-04-17,2019,playoff,Bruce Brown,DET,17,4,0,1,5,12.331976815883586,0.625,0.625,-2.689305726,2.437230361,-0.252075365,1.832926324,,,56,12.331976815883586,0.625,False
41800103,2019-04-20,2019,playoff,Bruce Brown,DET,11,3,2,0,4,14.65118474464269,0.5154639175257733,0.3333333333333333,-2.689305726,2.437230361,-0.252075365,1.832926324,,,56,14.65118474464269,0.5154639175257733,False
41800104,2019-04-22,2019,playoff,Bruce Brown,DET,16,5,0,0,2,13.0117973629424,0.2,0.2,-2.689305726,2.437230361,-0.252075365,1.832926324,,,56,13.0117973629424,0.2,False
41800101,2019-04-14,2019,playoff,Ish Smith,DET,23,6,0,2,4,15.141995476250315,0.3333333333333333,0.3333333333333333,0.320921686,-1.255536153,-0.934614467,1.137886163,,,81,15.141995476250315,0.3333333333333333,False
41800102,2019-04-17,2019,playoff,Ish Smith,DET,21,13,2,1,7,29.70949386043726,0.2521613832853026,0.2307692307692307,0.320921686,-1.255536153,-0.934614467,1.137886163,,,81,29.70949386043726,0.2521613832853026,False
41800103,2019-04-20,2019,playoff,Ish Smith,DET,25,13,2,0,11,23.061266874350984,0.3962536023054754,0.3461538461538461,0.320921686,-1.255536153,-0.934614467,1.137886163,,,81,23.061266874350984,0.3962536023054754,False
41800104,2019-04-22,2019,playoff,Ish Smith,DET,12,6,0,1,2,24.288688410825813,0.1666666666666666,0.1666666666666666,0.320921686,-1.255536153,-0.934614467,1.137886163,,,81,24.288688410825813,0.1666666666666666,False
41800101,2019-04-14,2019,playoff,Luke Kennard,DET,28,14,2,2,21,26.24432287365814,0.7056451612903225,0.7142857142857143,-0.075375409,-4.755785344,-4.831160753,-0.144883794,,,132,26.24432287365814,0.7056451612903225,False
41800102,2019-04-17,2019,playoff,Luke Kennard,DET,35,13,3,0,19,17.154836777478284,0.6634078212290503,0.6153846153846154,-0.075375409,-4.755785344,-4.831160753,-0.144883794,,,132,17.154836777478284,0.6634078212290503,False
41800103,2019-04-20,2019,playoff,Luke Kennard,DET,37,9,1,0,9,10.597513401251716,0.4766949152542373,0.4444444444444444,-0.075375409,-4.755785344,-4.831160753,-0.144883794,,,132,10.597513401251716,0.4766949152542373,False
41800104,2019-04-22,2019,playoff,Luke Kennard,DET,32,11,0,1,11,15.61415683553088,0.5,0.5,-0.075375409,-4.755785344,-4.831160753,-0.144883794,,,132,15.61415683553088,0.5,False
41800101,2019-04-14,2019,playoff,Reggie Jackson,DET,22,14,0,1,12,29.681752496058856,0.4285714285714285,0.4285714285714285,9.936543674,-6.803027399,3.133516275,0.333844408,,,109,29.681752496058856,0.4285714285714285,False
41800102,2019-04-17,2019,playoff,Reggie Jackson,DET,25,16,4,1,18,31.463312368972744,0.5067567567567567,0.46875,9.936543674,-6.803027399,3.133516275,0.333844408,,,109,31.463312368972744,0.5067567567567567,False
41800103,2019-04-20,2019,playoff,Reggie Jackson,DET,30,15,0,3,15,24.922118380062305,0.5,0.5,9.936543674,-6.803027399,3.133516275,0.333844408,,,109,24.922118380062305,0.5,False
41800104,2019-04-22,2019,playoff,Reggie Jackson,DET,32,20,3,0,26,27.7411519777932,0.6097560975609756,0.575,9.936543674,-6.803027399,3.133516275,0.333844408,,,109,27.7411519777932,0.6097560975609756,False
41800101,2019-04-14,2019,playoff,Wayne Ellington,DET,28,10,0,1,5,17.10234310487201,0.25,0.25,0.406287862,0.875258821,1.281546682,1.57200383,,,131,17.10234310487201,0.25,False
41800102,2019-04-17,2019,playoff,Wayne Ellington,DET,35,10,0,1,8,13.17759808325846,0.4,0.4,0.406287862,0.875258821,1.281546682,1.57200383,,,131,13.17759808325846,0.4,False
41800103,2019-04-20,2019,playoff,Wayne Ellington,DET,39,9,2,0,13,10.522672204915196,0.6578947368421052,0.6111111111111112,0.406287862,0.875258821,1.281546682,1.57200383,,,131,10.522672204915196,0.6578947368421052,False
